Country,Time,Year,Budget Deficit/Surplus,Capital Expenditure,Consumer Price Index (CPI),Defence Expenditure,Education Expenditure,Expenditure,Exports,Food Inflation ,Food Inflation YoY,GDP Growth Rate,GDP per Capita,GDP per Capita ,GDP per capita,Government Debt,Health Expenditure,Imports,Inflation Rate,Inflation Rate ,Interest Rate,Labour Force,Nominal GDP,Population,Real GDP,Revenue,Tax Revenue,Unemployment Rate,Value Added Tax (VAT)
Egypt,2016-08-01,2016.0,,,190.1,,,,,,,,,,,,,,,15.5,13.8,,,,,,,,
Egypt,2016-09-01,2016.0,,,192.5,,,,,,,,,,,,,,,14.1,13.9,,,,,,,,
Egypt,2016-10-01,2016.0,,,195.8,,,,5182.5,,,3.92,,,,26259.8,,15250.7,,13.6,13.9,,899.8,,1552.5,,,,
Egypt,2016-11-01,2016.0,,,205.3,,,,,,,,,,,,,,,19.4,16.0,,,,,,,,
Egypt,2016-12-01,2016.0,,,211.7,,,,,,,,,,,,,,,23.3,16.3,,,,,,,,
Egypt,2017-01-01,2017.0,-321952.5,,220.3,42745.5,,906795.5,13607.150000000001,,,4.3,,,,33556.149999999994,,36779.15,,28.1,16.5,,2290.0,,3833.275,587974.5,365481.5,11.8,
Egypt,2017-02-01,2017.0,,,226.1,,,,,,,,,,,,,,,30.2,16.5,,,,,,,,
Egypt,2017-03-01,2017.0,,,230.5,,,,,,,,,,,,,,,30.9,16.6,,,,,,,,
Egypt,2017-04-01,2017.0,-366401.0,,234.4,48934.0,,1116985.0,5798.2,,,5.0,,,,34874.7,,14496.6,,31.5,16.7,,954.1,,1599.1,755110.0,462007.0,,
Egypt,2017-05-01,2017.0,,,238.3,,,,,,,,,,,,,,,29.7,17.0,,,,,,,,
Egypt,2017-06-01,2017.0,,,240.3,,,,,,,,,,,,,,,29.8,18.0,,,,,,,,
Egypt,2017-07-01,2017.0,-101134.0,,248.0,18091.0,,249272.0,5839.4,,,5.18,,,,36308.4,,14747.6,,33.0,18.5,,1224.9,,1632.3,148691.0,97159.0,,
Egypt,2017-08-01,2017.0,,,250.8,,,,,,,,,,,,,,,31.9,19.6,,,,,,,,
Egypt,2017-09-01,2017.0,,,253.3,,,,,,,,,,,,,,,31.6,19.6,,,,,,,,
Egypt,2017-10-01,2017.0,-201762.0,,256.1,32169.0,,549704.0,6215.7,,,5.28,,,,38710.1,,16055.3,,30.8,19.6,,1199.9,,1634.8,348785.0,248781.0,,
Egypt,2017-11-01,2017.0,,,258.6,,,,,,,,,,,,,,,26.0,19.7,,,,,,,,
Egypt,2017-12-01,2017.0,,,258.0,,,,,,,,,,,,,,,21.9,19.8,,,,,,,,
Egypt,2018-01-01,2018.0,-355413.0,,257.9,48686.0,,1095690.5,16291.4,,,5.355,,,,45695.25,,39557.2,,17.1,19.9,,2886.8,,4038.055,741974.5,515649.5,9.9,
Egypt,2018-02-01,2018.0,,,258.6,,,,,,,,,,,,,,,14.4,19.7,,,,,,,,
Egypt,2018-03-01,2018.0,,,261.2,,,,,,,,,,,,,,,13.3,19.3,,,,,,,,
Egypt,2018-04-01,2018.0,-425385.0,,265.2,55002.0,,1335980.0,7016.1,,,5.38,,,,47648.8,,16288.7,,13.1,18.2,,1134.0,,1685.6,915974.0,628083.0,,
Egypt,2018-05-01,2018.0,,,265.6,,,,,,,,,,,,,,,11.4,18.3,,,,,,,,
Egypt,2018-06-01,2018.0,,,274.8,,,,,,,,,,,,,,,14.4,18.2,,,,,,,,
Egypt,2018-07-01,2018.0,,,281.5,,,,6785.2,,,5.35,,,,47210.1,,16597.8,,13.5,17.6,,1473.4,,1719.1,,,,
Egypt,2018-08-01,2018.0,,,286.5,,,,,,,,,,,,,,,14.2,17.6,,,,,,,,
Egypt,2018-09-01,2018.0,,,293.8,,,,,,,,,,,,,,,16.0,17.3,,,,,,,,
Egypt,2018-10-01,2018.0,-206271.0,,301.4,33976.0,,649128.0,7488.7,,,5.55,,,,48070.3,,16927.6,,17.7,17.8,,1448.8,,1724.7,440321.0,303936.0,,
Egypt,2018-11-01,2018.0,,,299.1,,,,,,,,,,,,,,,15.7,18.1,,,,,,,,
Egypt,2018-12-01,2018.0,,,288.9,,,,,,,,,,,,,,,12.0,17.8,,,,,,,,
Egypt,2019-01-01,2019.0,-363520.5,,290.7,55287.0,,1250364.5,17566.55,,,5.59,,,,55553.65,,41831.45,,12.7,18.1,,3466.0,,4262.71,882432.0,602265.5,7.9,
Egypt,2019-02-01,2019.0,,,295.7,,,,,,,,,,,,,,,14.4,17.4,,,,,,,,
Egypt,2019-03-01,2019.0,,,298.2,,,,,,,,,,,,,,,14.2,17.1,,,,,,,,
Egypt,2019-04-01,2019.0,-423019.0,,299.7,61582.0,,1505187.0,7583.0,,,5.7,,,,57272.0,,15870.5,,13.0,16.8,,1337.8,,1782.5,1080152.0,736121.0,,
Egypt,2019-05-01,2019.0,,,303.0,,,,,,,,,,,,,,,14.1,16.8,,,,,,,,
Egypt,2019-06-01,2019.0,,,300.6,,,,,,,,,,,,,,,9.4,16.4,,,,,,,,
Egypt,2019-07-01,2019.0,-126189.0,,103.71,16217.0,,327741.0,7120.8,,,5.6,,,,58863.1,,15904.0,,8.7,16.5,,1640.2,,1815.1,198670.0,131598.0,,
Egypt,2019-08-01,2019.0,,,104.39,,,,,,,,,,,,,,,7.5,16.3,,,,,,,,
Egypt,2019-09-01,2019.0,,,104.36,,,,,,,,,,,,,,,4.8,15.1,,,,,,,,
Egypt,2019-10-01,2019.0,-194626.0,,105.4,31132.0,,680355.0,7130.2,,,5.6,,,,61421.9,,17051.0,,3.1,14.7,,1617.7,,1821.1,451711.0,303759.0,,
Egypt,2019-11-01,2019.0,,,105.09,,,,,,,,,,,,,,,3.6,14.4,,,,,,,,
Egypt,2019-12-01,2019.0,,,104.9,,,,,,,,,,,,,,,7.1,13.8,,,,,,,,
Egypt,2020-01-01,2020.0,-347849.5,,105.6,59015.5,,1322451.5,16539.3,,,4.285,,,,64878.100000000006,,39449.1,,7.2,13.6,,3823.65,,4427.0650000000005,924745.0,607093.0,7.9,
Egypt,2020-02-01,2020.0,,,105.6,,,,,,,,,,,,,,,5.3,13.8,,,,,,,,
Egypt,2020-03-01,2020.0,,,106.3,,,,,,,,,,,,,,,5.1,12.7,,,,,,,,
Egypt,2020-04-01,2020.0,-408509.0,,107.6,66868.0,,1580934.0,5422.4,,,-1.7,,,,69352.1,,13829.0,,5.9,11.8,,1400.0,,1753.0,1121422.0,739633.0,,
Egypt,2020-05-01,2020.0,,,107.6,,,,,,,,,,,,,,,4.7,11.4,,,,,,,,
Egypt,2020-06-01,2020.0,,,107.7,,,,,,,,,,,,,,,5.6,11.3,,,,,,,,
Egypt,2020-07-01,2020.0,-144732.0,,108.1,15303.0,,382655.0,6280.6,,,0.7,,,,73125.0,,14839.9,,4.2,11.2,,1711.1,,1827.4,234522.0,150154.0,,
Egypt,2020-08-01,2020.0,,,107.9,,,,,,,,,,,,,,,3.4,11.0,,,,,,,,
Egypt,2020-09-01,2020.0,,,108.2,,,,,,,,,,,,,,,3.7,10.1,,,,,,,,
Egypt,2020-10-01,2020.0,-243544.0,,110.2,39272.0,,793041.0,6643.4,,,2.0,,,,77205.3,,17287.3,,4.5,10.0,,1742.0,,1856.6,540976.0,334296.0,,
Egypt,2020-11-01,2020.0,,,111.1,,,,,,,,,,,,,,,5.7,9.8,,,,,,,,
Egypt,2020-12-01,2020.0,,,110.6,,,,,,,,,,,,,,,5.4,9.7,,,,,,,,
Egypt,2021-01-01,2021.0,-397103.5,,110.2,69111.5,,1466184.0,18163.0,,,3.0999999999999996,,,,81468.5,,44878.450000000004,,4.3,9.5,,4141.05,,4567.49,1065682.5,686296.0,7.4,
Egypt,2021-02-01,2021.0,,,110.3,,,,,,,,,,,,,,,4.5,9.5,,,,,,,,
Egypt,2021-03-01,2021.0,,,111.0,,,,,,,,,,,,,,,4.5,9.5,,,,,,,,
Egypt,2021-04-01,2021.0,-459449.0,,112.0,79426.0,,1729464.0,8103.0,,,7.7,,,,82445.6,,19588.1,,4.1,9.4,,1591.0,,1887.3,1266027.0,833993.0,7.3,
Egypt,2021-05-01,2021.0,,,112.8,,,,,,,,,,,,,,,4.8,9.6,,,,,,,,
Egypt,2021-06-01,2021.0,,,113.0,,,,,,,,,,,,,,,4.9,9.4,,,,,,,,
Egypt,2021-07-01,2021.0,-157617.0,,114.0,22302.0,,419785.0,8852.3,,,9.8,,,,82632.1,,19926.8,,5.4,9.4,,2006.3,,2006.3,268603.0,176348.0,7.5,
Egypt,2021-08-01,2021.0,,,114.0,,,,,,,,,,,,,,,5.7,9.4,,,,,,,,
Egypt,2021-09-01,2021.0,,,115.3,,,,,,,,,,,,,,,6.6,9.3,,,,,,,,
Egypt,2021-10-01,2021.0,-250225.0,,117.1,43281.0,,830837.0,11837.4,,,8.3,,,,85461.3,,22475.4,,6.3,9.3,,2010.2,,2010.2,588808.0,386851.0,7.4,
Egypt,2021-11-01,2021.0,,,117.2,,,,,,,,,,,,,,,5.6,9.3,,,,,,,,
Egypt,2021-12-01,2021.0,,,117.1,,,,,,,,,,,,,,,5.9,9.5,,,,,,,,
Egypt,2022-01-01,2022.0,-421195.0,,118.1,77628.0,,1601630.5,27843.1,,,6.0,,,,82723.54999999999,,55453.7,,7.3,9.5,,4859.95,,4859.95,1197076.5,798908.0,7.2,
Egypt,2022-02-01,2022.0,,,120.0,,,,,,,,,,,,,,,8.8,9.5,,,,,,,,
Egypt,2022-03-01,2022.0,,,122.7,,,,,,,,,,,,,,,10.5,9.7,,,,,,,,
Egypt,2022-04-01,2022.0,-477486.0,,126.7,89708.0,,1937165.0,11436.9,,,3.3,,,,82275.4,,21295.2,,13.1,9.9,,1948.6,,1948.6,1483977.0,990138.0,7.2,
Egypt,2022-05-01,2022.0,,,128.0,,,,,,,,,,,,,,,13.5,10.4,,,,,,,,
Egypt,2022-06-01,2022.0,,,127.8,,,,,,,,,,,,,,,13.2,10.5,,,,,,,,
Egypt,2022-07-01,2022.0,-145891.0,,129.5,26627.0,,494592.0,9965.2,,,4.4,,,,80340.6,,19067.4,,13.6,10.5,,2444.7,,2093.7,350791.0,211389.0,7.4,
Egypt,2022-08-01,2022.0,,,130.6,,,,,,,,,,,,,,,14.6,10.5,,,,,,,,
Egypt,2022-09-01,2022.0,,,132.7,,,,,,,,,,,,,,,15.0,10.5,,,,,,,,
Egypt,2022-10-01,2022.0,-325260.0,,136.1,50398.0,,992121.0,11539.9,,,3.9,,,,82696.2,,17987.4,,16.2,11.2,,2517.6,,2089.6,675649.0,461764.0,7.2,
Egypt,2022-11-01,2022.0,,,139.2,,,,,,,,,,,,,,,18.7,11.5,,,,,,,,
Egypt,2022-12-01,2022.0,,,142.1,,,,,,,,,,,,,,,21.3,13.3,,,,,,,,
Egypt,2023-01-01,2023.0,-547513.0,,148.7,87652.5,,1934401.0,24587.55,,,3.8499999999999996,,,,83420.8,,44167.5,,25.8,14.4,,6371.15,,5043.5,1385498.0,999652.0,7.05,
Egypt,2023-02-01,2023.0,,,158.4,,,,,,,,,,,,,,,31.9,15.2,,,,,,,,
Egypt,2023-03-01,2023.0,,,,,,,,,,,,,,,,,,32.7,15.9,,,,,,,,
Egypt,2023-04-01,2023.0,-580182.0,,,100966.0,,2309495.0,8567.8,,,2.9,,,,83428.3,,16177.4,,30.6,17.6,,2606.1,,2004.4,1723717.0,1258582.0,7.0,
Egypt,2023-05-01,2023.0,,,,,,,,,,,,,,,,,,32.8,18.0,,,,,,,,
Egypt,2023-06-01,2023.0,,,,,,,,,,,,,,,,,,35.7,18.1,,,,,,,,
Egypt,2023-07-01,2023.0,-414431.0,,,26496.0,,797451.0,8325.2,,,2.65,,,,82527.1,,16269.8,,36.5,18.2,,3357.02,,2149.2,387028.0,285030.0,7.1,
Egypt,2023-08-01,2023.0,,,,,,,,,,,,,,,,,,37.4,18.7,,,,,,,,
Egypt,2023-09-01,2023.0,,,,,,,,,,,,,,,,,,38.0,19.1,,,,,,,,
Egypt,2023-10-01,2023.0,,,,,,,8124.4,,,2.3,,,,84849.9,,18836.5,,35.8,19.2,,3441.07,,2137.4,,,6.9,
Egypt,2023-11-01,2023.0,,,,,,,,,,,,,,,,,,34.6,19.2,,,,,,,,
Egypt,2023-12-01,2023.0,,,,,,,,,,,,,,,,,,33.7,19.5,,,,,,,,
Egypt,2024-01-01,2024.0,,,,,,,7670.0,,,2.31,,,,81192.1,,44974.25,,29.8,19.3,,,,5162.785,,,6.65,
Egypt,2024-02-01,2024.0,,,,,,,,,,,,,,,,,,35.7,20.0,,,,,,,,
Egypt,2024-03-01,2024.0,,,,,,,,,,,,,,,,,,33.3,23.3,,,,,,,,
Egypt,2024-04-01,2024.0,,,,,,,8441.4,,,,,,,80178.2,,19214.6,,32.5,24.1,,,,2053.03,,,6.4,
Egypt,2024-05-01,2024.0,,,,,,,,,,,,,,,,,,28.2,24.4,,,,,,,,
Egypt,2024-06-01,2024.0,,,,,,,,,,,,,,,,,,27.5,24.9,,,,,,,,
Egypt,2024-07-01,2024.0,,,,,,,9088.8,,,,,,,,,23149.2,,25.7,25.9,,,,2225.1,,,6.3,
Egypt,2024-08-01,2024.0,,,,,,,,,,,,,,,,,,26.2,20.6,,,,,,,,
Egypt,2024-09-01,2024.0,,,,,,,,,,,,,,,,,,26.4,20.0,,,,,,,,
Egypt,2024-10-01,2024.0,,,,,,,,,,,,,,,,,,26.53,20.1,,,,2229.25,,,,
Egypt,2024-11-01,2024.0,,,,,,,,,,,,,,,,,,25.54,20.7,,,,,,,,
Egypt,2024-12-01,2024.0,,,,,,,,,,,,,,,,,,24.06,20.9,,,,,,,,
Egypt,2025-01-01,2025.0,,,,,,,,,,,,,,,,,,23.95,21.0,,,,,,,,
Egypt,2025-02-01,2025.0,,,,,,,,,,,,,,,,,,12.84,20.4,,,,,,,,
Egypt,2025-03-01,2025.0,,,,,,,,,,,,,,,,,,13.62,20.2,,,,,,,,
Egypt,2025-04-01,2025.0,,,,,,,,,,,,,,,,,,13.9,19.3,,,,,,,,
Ethiopia,2008-01-01,2008.0,,,,,,,,,,,,,,,,,,7.8,,,,,,,,,
Ethiopia,2010-01-01,2010.0,,,,,,,,,,,,,,,,,,7.9,,,,,,,,,
Ethiopia,2011-01-01,2011.0,,,,,,,,,,11.4,396.0,,,,,,,8.8,,,478900.0,80700000.0,475600.0,,,,
Ethiopia,2012-01-01,2012.0,,,,,,,,,,8.7,523.0,,,,,,,9.1,,,519500.0,82700000.0,517000.0,,,,
Ethiopia,2013-01-01,2013.0,,,,,,,,,,9.9,559.0,,,,,,,8.7,,,571700.0,84800000.0,568000.0,,,,
Ethiopia,2014-01-01,2014.0,,,,,,,3300.1,,,10.3,640.0,,,,,13712.3,,8.5,,,630300.0,87000000.0,627000.0,,,,
Ethiopia,2015-01-01,2015.0,-30882.1,117145.7,,,,230521.2,3019.1,,,10.4,725.0,,,,,16458.6,,10.4,,,696500.0,89100000.0,692000.0,199639.1,165312.5,,
Ethiopia,2016-01-01,2016.0,-36073.4,144184.1,,,,280892.8,6077.3,11.2,,8.0,814.6,,,,,20552.1,,9.7,12.8,,1568097.5,91200000.0,1568097.5,244819.4,190519.7,,
Ethiopia,2017-01-01,2017.0,-59444.0,153023.5,,,,329658.1,6257.2,7.2,,10.1,875.8,,,,,19714.0,,7.4,12.8,,1832553.7,93400000.0,1717127.2,270214.1,210172.5,,
Ethiopia,2018-01-01,2018.0,-66643.2,143735.1,,,,354205.3,7095.9,13.4,,7.7,883.3,,,,,19707.4,,14.6,13.5,,2202372.7,95500000.0,1834066.5,287562.1,235229.5,,
Ethiopia,2019-01-01,2019.0,-68169.2,174949.1,,,,413105.7,7694.9,13.1,,9.0,983.1,,,,,20704.8,,12.6,13.5,,2696222.7,97600000.0,1982516.7,344936.5,268457.4,,
Ethiopia,2020-01-01,2020.0,-93277.4,207576.1,,,,488243.2,7715.7,23.3,,6.1,1079.4,,,,,18828.3,,19.9,14.3,,3374746.9,99750000.0,2109180.1,394965.8,311476.5,,
Ethiopia,2021-01-01,2021.0,-120118.5,235409.7,,,,599006.7,8498.9,23.2,,6.3,1091.7,,,,,19177.0,,20.2,14.3,,4341024.2,101900000.0,2227894.7,478888.1,388763.5,,
Ethiopia,2022-01-01,2022.0,-212345.4,262055.7,,,,779099.0,10457.7,40.3,,6.4,1217.8,,,,,23845.0,,33.8,14.3,,6157015.2,104100000.0,2346748.0,566753.6,477770.3,,
Ethiopia,2023-01-01,2023.0,-221184.9,355917.0,,,,938771.6,10855.8,31.7,,7.2,1548.7,,,,,23430.0,,32.5,14.3,,8723116.8,105700000.0,2501498.3,717586.7,593232.1,,
Ethiopia,2024-01-01,2024.0,-246950.7,467457.6,,,,1120077.3,11763.6,28.1,,8.1,1937.0,,,,,25128.0,,26.6,14.3,,11752138.0,108400000.0,2684525.0,873126.5,716172.2,,
Ghana,1971-01-01,1971.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1971-02-01,1971.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1971-03-01,1971.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1971-04-01,1971.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1971-05-01,1971.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1971-06-01,1971.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1971-07-01,1971.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1971-08-01,1971.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1971-09-01,1971.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1971-10-01,1971.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1971-11-01,1971.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1971-12-01,1971.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1972-01-01,1972.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1972-02-01,1972.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1972-03-01,1972.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1972-04-01,1972.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1972-05-01,1972.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1972-06-01,1972.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1972-07-01,1972.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1972-08-01,1972.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1972-09-01,1972.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1972-10-01,1972.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1972-11-01,1972.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1972-12-01,1972.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1973-01-01,1973.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1973-02-01,1973.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1973-03-01,1973.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1973-04-01,1973.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1973-05-01,1973.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1973-06-01,1973.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1973-07-01,1973.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1973-08-01,1973.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1973-09-01,1973.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1973-10-01,1973.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1973-11-01,1973.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1973-12-01,1973.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1974-01-01,1974.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1974-02-01,1974.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1974-03-01,1974.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1974-04-01,1974.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1974-05-01,1974.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1974-06-01,1974.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1974-07-01,1974.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1974-08-01,1974.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1974-09-01,1974.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1974-10-01,1974.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1974-11-01,1974.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1974-12-01,1974.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1975-01-01,1975.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1975-02-01,1975.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1975-03-01,1975.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1975-04-01,1975.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1975-05-01,1975.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1975-06-01,1975.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1975-07-01,1975.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1975-08-01,1975.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
Ghana,1975-09-01,1975.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1975-10-01,1975.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1975-11-01,1975.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1975-12-01,1975.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1976-01-01,1976.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1976-02-01,1976.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1976-03-01,1976.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1976-04-01,1976.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1976-05-01,1976.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1976-06-01,1976.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1976-07-01,1976.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1976-08-01,1976.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1976-09-01,1976.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1976-10-01,1976.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1976-11-01,1976.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1976-12-01,1976.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1977-01-01,1977.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1977-02-01,1977.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1977-03-01,1977.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1977-04-01,1977.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1977-05-01,1977.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1977-06-01,1977.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1977-07-01,1977.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1977-08-01,1977.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1977-09-01,1977.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1977-10-01,1977.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1977-11-01,1977.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1977-12-01,1977.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1978-01-01,1978.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1978-02-01,1978.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1978-03-01,1978.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1978-04-01,1978.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1978-05-01,1978.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1978-06-01,1978.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1978-07-01,1978.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1978-08-01,1978.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
Ghana,1978-09-01,1978.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,
Ghana,1978-10-01,1978.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,
Ghana,1978-11-01,1978.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,
Ghana,1978-12-01,1978.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,
Ghana,1979-01-01,1979.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,
Ghana,1979-02-01,1979.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,
Ghana,1979-03-01,1979.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,
Ghana,1979-04-01,1979.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,
Ghana,1979-05-01,1979.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,
Ghana,1979-06-01,1979.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,
Ghana,1979-07-01,1979.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,
Ghana,1979-08-01,1979.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,
Ghana,1979-09-01,1979.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,
Ghana,1979-10-01,1979.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,
Ghana,1979-11-01,1979.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,
Ghana,1979-12-01,1979.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,
Ghana,1980-01-01,1980.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,
Ghana,1980-02-01,1980.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,
Ghana,1980-03-01,1980.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,
Ghana,1980-04-01,1980.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,
Ghana,1980-05-01,1980.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,
Ghana,1980-06-01,1980.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,
Ghana,1980-07-01,1980.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,
Ghana,1980-08-01,1980.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,
